"leased","District","POName","UnitName","PropertyID","PropertyAddress","City","ST","ZIPCode","Occupied","Maint","EffDate","ExpDate","BldgOwn","LandOwn","TaxClause","PurchaseOption","LONbr","LOYears","LessorName","LessorAddress1","LessorAddress2","LessorAddress3","LessorCity","LessorSt","LessorZIP","IntSqFt","SiteSqFt","AnnualRent","AnnualRent.SqFt","NextRent","NextRent.SqFt","Fin.Sub","ChrgblFinNo","County","PropertyStatus","Ownership","FDBID.All.","AMSLocaleKey.All.","FDBFacilityType.All.","FDBFacilitySubtype.All.","BuildingOwnershipDescription","LandDesc","Maintenance","SpaceCertifiedIndicator","BldgOccuDate","BldgtoLandSqFtRatio"
1,"Mississippi","JACKSON","FLOWOOD BRANCH","273783064","105 HOGG CREEK DR","FLOWOOD","MS","39232-9998","1-Aug","USPS (Not Roof)","8/28/2001","8/27/2021","P","Q","Reimbursable","Y",NA,NA,"MINGHELLI LLC","PO BOX 1976",NA,NA,"WRIGHTWOOD","CA","923971976",6492,72000,116000,17.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Northland","MORRIS","MAIN OFFICE",NA,"105 E 6TH ST","MORRIS","MN","56267-1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8147,22050,NA,NA,NA,NA,"266520-G01",266520,"STEVENS","Active","Owned",1373834,"Y25886","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938"," 3/8"
1,"Alabama","FT MITCHELL","MAIN OFFICE","13170001","802 HIGHWAY 165","FORT MITCHELL","AL","36856-9998","Sep-69","USPS (Not Roof)","9/1/2011","8/31/2016","A","A",NA,NA,NA,NA,"SAHIL LLC","3930 ESSEX HEIGHTS TRL",NA,NA,"FORTSON","GA","318086979",979,6000,8663,8.85,9531,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Ft Worth","BOWIE","MAIN OFFICE",NA,"113 N MASON ST","BOWIE","TX","76230-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9902,21000,NA,NA,NA,NA,"480975-G01",480975,"MONTAGUE","Active","Owned",1355531,"W23015","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935"," 4/9"
1,"Northern New Jersey","MOUNT FREEDOM","Main Post Office","335535002","1250-1252 Sussex Turnpike","RANDOLPH","NJ","07970-9998",NA,"USPS (Not Roof)","8/1/2008","7/31/2018","A","A","Percentage",NA,2,10,"HERITAGE CENTER USA LLC","1360 SUSSEX TURNPIKE",NA,NA,"RANDOLPH","NJ","78692954",2685,106510,88605,33,110085,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Baltimore","HAGERSTOWN","MAIN OFFICE",NA,"44 W FRANKLIN ST","HAGERSTOWN","MD","21740-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35111,63762,NA,NA,NA,NA,"234068-G01",234068,"WASHINGTON","Active","Owned",1365939,"V23622","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1936"," 5/9"
1,"Greensboro","JACKSON","MAIN OFFICE","363896001","104 ATHERTON ST","JACKSON","NC","27845-9998","Nov-66","USPS","12/1/2011","11/30/2016","P","P","Reimbursable",NA,NA,NA,"JOHN RONALD MITCHELL","187 WINDSONG DR",NA,NA,"ROANOKE RAPIDS","NC","278708115",2976,15450,13200,4.44,14256,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Capital","GAITHERSBURG","MONTGOMERY VLG/GOSHEN",NA,"10079 STEDWICK RD","MONTGOMERY VILLAGE","MD","20886-9997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14994,144936,NA,NA,NA,NA,"233528-G02",233530,"MONTGOMERY","Active","Owned",1373630,"V23996","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1992"," 1/9"
0,"Colorado/Wyoming","FORT MORGAN","MAIN OFFICE",NA,"300 STATE ST","FORT MORGAN","CO","80701-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9995,18000,NA,NA,NA,NA,"073258-G01",73258,"MORGAN","Active","Owned",1363821,"Z11407","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1918"," 5/9"
1,"Richmond","ESMONT","MAIN OFFICE","513030001","7514 ESMONT RD","ESMONT","VA","22937-9998","Oct-63","Landlord","10/1/2011","9/30/2016","P","P","None Specified","N",NA,NA,"TIMOTHY G RAUSSE","PO BOX 3",NA,NA,"ESMONT","VA","229370003",573,653,6600,11.52,7800,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Plains","HUGOTON","MAIN OFFICE","194345001","512 S JACKSON ST","HUGOTON","KS","67951-9998","Dec-62","Landlord","12/1/2012","11/30/2017","P","P","Reimbursable",NA,NA,NA,"RENTAL ENTERPRISE LLC","AND CLW TRUST","PO BOX 579",NA,"GARDEN CITY","KS","678460579",4794,18734,26044,5.43,31161,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Detroit","DETROIT","MT ELLIOT STA PKG #2","252516002","5507 E. SEVEN MILE ROAD","DETROIT","MI","48234-9998",NA,"USPS","7/1/2015","6/30/2020","X","Z","None Specified",NA,NA,NA,"DALE J MANTEUFFEL","11036 GARDEN ST",NA,NA,"LIVONIA","MI","481503139",0,9968,10367,1.04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Seattle","STEHEKIN","MAIN OFFICE","548148001","31 DEFACTO LN","STEHEKIN","WA","98852-9801","Apr-75","Landlord","4/5/1975",NA,"O","O","None Specified","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,150,245,1,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Lakeland","GREENVILLE","MAIN POST OFFICE","563460003","N1886 MUNICIPAL DR","GREENVILLE","WI","54942-9747","Jun-98","Landlord","6/12/1998","6/11/2018","A","A","Reimbursable","Y",4,20,"DAVID V BUSS","W6166 GREENVILLE DR",NA,NA,"GREENVILLE","WI","549429676",4117,75451,24960,6.06,32400,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Richmond","SINGERS GLEN","MAIN OFFICE","518292001","9858 SINGERS GLEN RD","SINGERS GLEN","VA","22850-9998","Jul-61","Landlord","4/1/2013","3/31/2018","P","P","None Specified",NA,2,10,"THE MACALLISTER REVOCABLE","TRUST","PO BOX 46",NA,"SINGERS GLEN","VA","228500046",532,5277,4400.16,8.27,4664.17,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Kentuckiana","AUBURN","MAIN OFFICE","200288001","309 W MAIN ST","AUBURN","KY","42206-9998","Feb-67","Landlord","2/1/2015","1/31/2020","P","P","None Specified",NA,1,5,"THOMAS E ROGERS","PO BOX 405",NA,NA,"AUBURN","KY","422060405",2160,14400,19800,9.17,20400,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Hawkeye","MONTROSE","MAIN OFFICE","186183002","400 MAIN ST","MONTROSE","IA","52639-9700","Oct-97","Landlord","10/23/1997","10/22/2017","A","A","Reimbursable","N",4,20,"JAMES D OVERSTREET","AND PAT A OVERSTREET","DBA ABH COMPANY","58079 DOW TRAIL","HANNIBAL","MO","634017698",2091,17500,19500,9.33,21500,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","JACKSON CENTER","MAIN OFFICE","413980002","1163 FRANKLIN RD","JACKSON CENTER","PA","16133-9800","Sep-84","USPS (Not Roof)","3/1/1997","2/28/2022","A","A","Reimbursable","Y",2,10,"UNITED PO INVEST INC","123 GROVE AVE STE 222",NA,NA,"CEDARHURST","NY","115162302",1168,5748,8760,7.5,9344,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Philadelphia Metropolitan","MONTGOMERYVILLE","MAIN OFFICE","415556003","411 DOYLESTOWN RD","MONTGOMERYVILLE","PA","18936-9998","Sep-96","USPS (Not Roof)","9/11/1996","9/10/2016","A","A","Percentage","N",2,10,"VIKING ASSOCIATES","4 EXECUTIVE CAMPUS STE 200",NA,NA,"CHERRY HILL","NJ","80024105",2850,9216,42000,14.74,50400,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northland","PENGILLY","MAIN OFFICE","267350003","31143 STATE HIGHWAY 65","PENGILLY","MN","55775-5000","Sep-99","Landlord","9/1/1999","8/31/2019","P","P","Reimbursable",NA,4,20,"WILLIAM T MISKOVICH","PO BOX 261",NA,NA,"PENGILLY","MN","557750261",960,15000,11520,12,12000,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","CLINTONVILLE","MAIN OFFICE","411468002","201 IRWIN ST","CLINTONVILLE","PA","16372-9800","Jun-83","Landlord","6/1/2013","5/31/2018","P","P","Reimbursable",NA,1,5,"HARRY M ELDER","& ROBERTA P ELDER","921 GEORGETOWN RD",NA,"SANDY LAKE","PA","161452315",1392,9472,14400,10.34,15840,11.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Mississippi","VARDAMAN","MAIN OFFICE","278658001","200 BURKETT AVE","VARDAMAN","MS","38878-9998","Oct-62","USPS (Not Roof)","10/10/2007","10/9/2017","B","B","Reimbursable",NA,NA,NA,"M F I  LLC","ACCOUNT 0043","1158 GRANITO DR",NA,"LARAMIE","WY","820725027",1410,6874,15000,10.64,15000,10.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Pennsylvania","STRASBURG","MAIN OFFICE","418184002","200 HISTORIC DR","STRASBURG","PA","17579-9998","1-Mar","USPS (Not Roof)","3/1/2001","2/28/2021","A","A","Reimbursable",NA,2,10,"HISTORIC PROPERTIES PARTNERS LP","PO BOX 129",NA,NA,"STRASBURG","PA","175790129",3049,36000,65701,21.55,93673,30.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Chicago","CHICAGO","NORTHTOWN GROUND LSE","161570001","3401-23 W DEVON","CHICAGO","IL","60645-9998",NA,"USPS","1/16/2015","1/15/2020","Q","Z","None Specified","N",NA,NA,"DEVON LINCOLN PROPERTIES LLC","CHICAGO TITLE LAND TRUST #103992-02","C/O GEORGE P ANNES BENEFICIARY","134 N LA SALLE ST STE 1206","CHICAGO","IL","606021017",0,64360,15600,0.24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Salt Lake City","MYTON","MAIN OFFICE","496120001","80 E MAIN ST","MYTON","UT","84052-8001","Feb-61","Landlord","2/1/2008","1/31/2018","A","A","Percentage",NA,NA,NA,"LAWRENCE MAGDOVITZ ESTATE","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",1036,3500,8400,8.11,9250,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Colorado/Wyoming","BOULDER","HIGH-MAR STATION","70882003","4985 MOORHEAD AVE","BOULDER","CO","80305-9998","Apr-67","Landlord","5/1/2012","4/30/2017","B","B","Reimbursable","N",NA,NA,"NEBEL INC","C/O STADTGROUP LTD","234 W WILLOW ST",NA,"CHICAGO","IL","606145716",5740,28800,10000,1.74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northland","CEYLON","MAIN OFFICE","261610001","111 W MAIN ST","CEYLON","MN","56121-5001","Feb-59","Landlord","5/1/2014","4/30/2019","P","P","Reimbursable",NA,NA,NA,"LAWRENCE M MAGDOVITZ","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",1950,3500,17550,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater So Carolina","PINOPOLIS","MAIN OFFICE","457040001","1940 PINOPOLIS RD","PINOPOLIS","SC","29469-9998","Jul-72","Landlord","7/1/2014","6/30/2019","P","P","None Specified","N",NA,NA,"DANIEL J HARE","ADAM D HARE JR","PO BOX 4645",NA,"PINOPOLIS","SC","294694645",364,603,2220,6.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Arkansas","WICKES","MAIN OFFICE","49405002","7631 HIGHWAY 71 S","WICKES","AR","71973-9998","Dec-00","Landlord","12/21/2000","12/20/2020","A","A","Reimbursable","Y",3,15,"INVESTMENTS REALTY LLC","111 NORTH MAIN STREET",NA,NA,"CLARKTON","MO","638370068",2955,67387,38385,12.99,46000,15.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern Ohio","ORWELL","MAIN OFFICE","386321001","47 S MAPLE ST","ORWELL","OH","44076-9998","Jul-61","USPS","4/1/2012","3/31/2017","P","P","Reimbursable",NA,1,5,"COUNTRY NEIGHBOR PROGRAM INC","PO BOX 212",NA,NA,"ORWELL","OH","440760212",1974,14810,11880,6.02,13200,6.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dakotas","AVON","MAIN OFFICE","290360001","102 OLD AVON RD","AVON","MT","59713-9700","Jul-58","Landlord","3/1/2015","2/29/2020","P","P","None Specified",NA,NA,NA,"WILLIAM L MCINTOSH","JILL M MCINTOSH","PO BOX 290",NA,"AVON","MT","597130290",600,1525,5200,8.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dakotas","PONSFORD","MAIN OFFICE SITE","267560003","N/S HWY 225","PONSFORD","MN","56575-9998",NA,"USPS","8/10/2013","8/9/2018","Q","Z","None Specified",NA,NA,NA,"JOHN D FRENCH AND/OR KATHRYN L FRENCH","48404 COUNTY HIGHWAY 26",NA,NA,"PONSFORD","MN","565759270",0,30500,1500,0.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Albany","ADIRONDACK","MAIN OFFICE","350040002","5 RED WING RD","ADIRONDACK","NY","12808-9998","Mar-75","USPS (Not Roof)","3/1/2015","2/29/2020","A","A","Reimbursable",NA,NA,NA,"DELTA PAINTING AND","PREFINISHING INC","PROFIT SHARING PLAN & TRUST","1672 S WILTON RD","TACOMA","WA","984651035",1056,5536,11326,10.73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Lakeland","KENOSHA","PLEASANT PRAIRIE BR",NA,"4225 101ST ST","PLEASANT PRAIRIE","WI","53158-9997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17520,172027,NA,NA,NA,NA,"564280-G03",564281,"KENOSHA","Active","Owned",1438340,"Y17833","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998"," 1/9"
1,"Western Pennsylvania","NEW BALTIMORE","MAIN OFFICE","415844001","251 JUNIATA ST","NEW BALTIMORE","PA","15553-9998","Jun-73","Landlord","7/1/2010",NA,"P","P","None Specified","N",NA,NA,"SUSANNA B GLESSNER","JOSEPH CDE GLESSNER","PO BOX 113",NA,"NEW BALTIMORE","PA","155530113",392,392,3570,9.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Dakotas","STURGIS","MAIN OFFICE",NA,"820 KINSHIP RD","STURGIS","SD","57785-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15928,120375,NA,NA,NA,NA,"468172-G02",468172,"MEADE","Active","Owned",1383808,"W1B174","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998"," 1/8"
0,"Northern New England","SKOWHEGAN","MAIN OFFICE",NA,"242 WATER ST","SKOWHEGAN","ME","04976-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10630,40294,NA,NA,NA,NA,"227935-G01",227935,"SOMERSET","Active","Owned",1381789,"V25187","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1918"," 1/4"
1,"Arizona","CARRIZOZO","MAIN OFFICE","341218001","509 12TH ST","CARRIZOZO","NM","88301-9800","Sep-69","USPS (Not Roof)","10/1/2009","9/30/2019","B","B","Reimbursable",NA,NA,NA,"DSR ASSOCIATES LTD","PO BOX 337",NA,NA,"PLAINVIEW","TX","790730337",5566,34600,49296,8.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Colorado/Wyoming","MEAD","MAIN OFFICE","76066002","350 WELKER AVE","MEAD","CO","80542-9997","1-Dec","USPS (Not Roof)","12/1/2001","11/30/2021","P","P","Reimbursable",NA,2,10,"MCINTOSH FARM CO","11910 RIVERDALE RD",NA,NA,"BRIGHTON","CO","806028142",3350,30051,59778,17.84,61040,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Dakotas","RUDYARD","MAIN OFFICE","297344002","15 MAIN ST N","RUDYARD","MT","59540-9712","Jan-90","USPS (Not Roof)","1/1/2015","12/31/2019","A","A","Reimbursable","Y",NA,NA,"DMK INVESTMENTS LLC","1921 W MUKILTEO BLVD",NA,NA,"EVERETT","WA","982031523",1412,17344,16591,11.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","OCONEE","MAIN OFFICE","126512001","104 FAIRBANKS ST","OCONEE","GA","31067-9998","Oct-68","USPS","10/1/2015","9/30/2020","A","A","Reimbursable",NA,1,5,"DERYL H SHEPPARD","PO BOX 36",NA,NA,"OCONEE","GA","310670036",640,5500,2640,4.13,2904,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Baltimore","SPARKS GLENCOE","MAIN OFFICE","238568002","14800 YORK RD","SPARKS GLENCOE","MD","21152-9998","Jun-78","Landlord","8/1/2015","7/31/2020","E","E","None Specified",NA,1,5,"HERMAN FOUR LLC","10612 BEAVERDAM RD",NA,NA,"HUNT VALLEY","MD","210302205",1896,10550,26600,14.03,30000,15.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Portland","SUTHERLIN","MAIN OFFICE","408128002","591 E CENTRAL AVE","SUTHERLIN","OR","97479-9532","Nov-81","USPS (Not Roof)","5/1/2007","4/30/2017","B","B","None Specified","N",NA,NA,"UCC FOUNDATION HOLDING CO INC","C/O HUNDRED VALLEYS MANAGEMENT SVC","PO BOX 967",NA,"ROSEBURG","OR","974700226",5400,33750,60000,11.11,62100,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Lakeland","LAKE FOREST","CARRIER ANNEX",NA,"27848 N BRADLEY RD","LAKE FOREST","IL","60045-1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16349,210000,NA,NA,NA,NA,"164260-G03",164260,"LAKE","Active","Owned",1369570,"2041","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/2001"," 0/1"
1,"Gateway","MASON","MAIN OFFICE","164920001","755 ADAMS ST","MASON","IL","62443-9998","Oct-64","USPS","10/1/2014","9/30/2019","A","A","Reimbursable",NA,1,5,"POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630",NA,NA,"ST LOUIS","MO","631012321",1038,3178,8563,8.25,8991,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Central Pennsylvania","ELIZABETHVILLE","MAIN OFFICE",NA,"40 N COLLIER ST","ELIZABETHVILLE","PA","17023-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180,43559,NA,NA,NA,NA,"412416-G02",412416,"DAUPHIN","Active","Owned",1362293,"X18207","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/8/2005"," 0/1"
0,"Kentuckiana","WELLINGTON","MAIN OFFICE MODULAR",NA,"8483 US HIGHWAY 460 E","WELLINGTON","KY","40387-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0,NA,NA,NA,NA,"208216-G01",208216,"MENIFEE","Active","Owned",1386865,"X16745","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1996","0"
1,"Connecticut Valley","NORTH CANTON","MAIN OFFICE","84998001","531 CHERRY BROOK RD","NORTH CANTON","CT","06059-9991","Jun-58","Landlord","10/1/2014","9/30/2019","A","A","None Specified",NA,1,5,"SANDRA L PERNAL","PO BOX 375",NA,NA,"NORTH CANTON","CT","60590375",480,1004,7500,15.63,8250,17.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Plains","BREWSTER","MAIN OFFICE","191232001","329 KANSAS AVE","BREWSTER","KS","67732-9998","Jan-63","Landlord","7/1/2015","6/30/2020","P","P","None Specified",NA,NA,NA,"GERALD C FULWIDER","LAMOREAUX V FULWIDER","580 W PINE ST",NA,"COLBY","KS","677013132",1486,1636,11145,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Appalachian","HINTON","MAIN OFFICE",NA,"128 BALLENGEE ST","HINTON","WV","25951-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11224,25200,NA,NA,NA,NA,"553774-G01",553774,"SUMMERS","Active","Owned",1367094,"X28648","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1926"," 4/9"
1,"Appalachian","ROANOKE","SOUTH ROANOKE STA","517716001","2229 CRYSTAL SPRING AVE SW","ROANOKE","VA","24014-9998","Aug-65","Landlord","8/1/2015","7/31/2020","P","P","Reimbursable","N",NA,NA,"C W FRANCIS & SON INC","4405 STARKEY RD STE B",NA,NA,"ROANOKE","VA","240180616",4754,12000,64560,13.58,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Indiana","BUTLER","MAIN OFFICE","171133001","119 N BROADWAY ST","BUTLER","IN","46721-9998","Jan-61","USPS","1/1/2016","12/31/2020","A","A",NA,NA,NA,NA,"MLS REALTY LLC","C/O SCHENKEL & SONS INC","1120 SAINT MARYS AVE",NA,"FORT WAYNE","IN","468083429",3261,15710,26167,8.02,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Westchester","PARKSVILLE","MAIN OFFICE","356385003","12 COOLEY RD","PARKSVILLE","NY","12768-9998","Nov-92","USPS (Not Roof)","11/1/2012","10/31/2017","A","A","Percentage","Y",3,15,"ARTHUR J WILLIAMS","ANNA KATHERINE WILLIAMS/ RICK A.","WILLIAMS & JENNIFER WILLIAMS","PO BOX 588","MENDOCINO","CA","954600588",2979,47619,70000,23.5,87780,29.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Louisiana","DENHAM SPRINGS","MAIN OFFICE",NA,"140 DEL ORLEANS","DENHAM SPRINGS","LA","70726-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16664,152759,NA,NA,NA,NA,"212236-G01",212236,"LIVINGSTON","Active","Owned",1360662,"Y23611","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1986"," 1/9"
1,"Albany","STRATFORD","MAIN OFFICE","358275001","6186 STATE ROUTE 29A","STRATFORD","NY","13470-9800","Jan-54","Landlord","3/1/2013","2/28/2018","A","A","None Specified","N",NA,NA,"RETA O CHRISTMAN","PO BOX 26",NA,NA,"STRATFORD","NY","134700026",535,535,5600,10.47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Albany","CHENANGO FORKS","MAIN OFFICE","351465002","6554 STATE ROUTE 79","CHENANGO FORKS","NY","13746-9998","Nov-81","USPS (Not Roof)","11/1/2011","10/31/2016","A","A","None Specified","N",NA,NA,"MAGNOLIA STAR LLC","PO BOX 997",NA,NA,"CLARKSDALE","MS","386140997",2387,52707,33740,14.13,36439,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Portland","SALEM","BROOKS BRANCH","407392003","5000 BROOKLAKE RD NE","SALEM","OR","97305-9600","May-69","USPS","6/1/2014","5/31/2019","A","A","Reimbursable",NA,1,5," ROGER H DORIS A GUTHRIE TR","ROGER H GUTHRIE TTEE","DORIS A GUTHRIE TTEE","PO BOX 840","FOREST RANCH","CA","959420840",3160,17602,27600,8.73,30480,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Honolulu","HAWI","MAIN OFFICE","141800003","55-519 HAWI RD","HAWI","HI","96719-9998",NA,"Landlord","3/1/2016","2/28/2026","P","P","None Specified",NA,2,10,"SURETY KOHALA CORP","55-519 HAWI RD","(PO BOX 249)",NA,"HAWI","HI","967190001",0,0,30600,0,40800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Albany","MOOERS FORKS","MAIN OFFICE","355465001","3071 STATE ROUTE 11","MOOERS FORKS","NY","12959-9998","Jun-65","USPS","6/1/2015","5/31/2020","A","A","None Specified",NA,NA,NA,"CYNTHIA L SAMPLE","MARLENE A NEPHEW","PO BOX 13",NA,"MOOERS FORKS","NY","129590013",504,1004,5355,10.63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Chicago","CHICAGO","JACKSON PK STA PKG","161527001","6037 S LANGLEY","CHICAGO","IL","60637-9998",NA,"Landlord","1/1/2013","12/31/2017","X","Z","Reimbursable",NA,2,10,"GROVE REALTY LLC","1110 N LAKE SHORE DR #8S",NA,NA,"CHICAGO","IL","606111053",0,14100,10000,0.71,17625,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Albany","NORTH HUDSON","MAIN OFFICE","355970002","2940 US ROUTE 9","NORTH HUDSON","NY","12855-9998","Mar-92","Landlord","3/1/2012","2/28/2017","A","A","None Specified","N",NA,NA,"ROBERT & BRENDA DOBIE","PO BOX 1",NA,NA,"N HUDSON","NY","128550001",800,3552,9360,11.7,9560,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
