"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"486","Ohio Valley","BUFFALO","MAIN OFFICE","381148001","11985 CLAY PIKE RD","BUFFALO","OH","43722-9900","Jun-55","Landlord","1/1/2014","12/31/2018","P","P","None Specified","","","","BONNY J MITCHELL","P O BOX 272","","","BUFFALO","OH","437220272","","570","1,074","$3,300.00 ","$5.79 ","$0.00 ","$0.00 "
"487","Ohio Valley","BURKETTSVILLE","MAIN OFFICE","381183001","25 W MAIN ST","BURKETTSVILLE","OH","45310-9998","Jul-54","Landlord","2/1/2012","1/31/2017","P","P","None Specified","","","","DWHPAH LLC","PO BOX 224","","","FORT RECOVERY","OH","458460224","","371","371","$1,800.00 ","$4.85 ","$1,800.00 ","$4.85 "
"488","Ohio Valley","BYESVILLE","MAIN OFFICE","381211001","209 WATSON AVE","BYESVILLE","OH","43723-9998","Nov-64","Landlord","11/1/2014","10/31/2019","P","P","Reimbursable","","","","DAVID K BROWN","1099 UTOPIA CIR S","","","BOYNTON BEACH","FL","334370001","","2,452","13,000","$27,100.00 ","$11.05 ","$0.00 ","$0.00 "
"489","Ohio Valley","CABLE","MAIN OFFICE","381218001","3582 MAIN ST","CABLE","OH","43009-9010","Jul-57","Landlord","8/1/2003","","P","P","None Specified","N","","","NORMA J LARRY","3584 HILL ST","PO BOX 16","","CABLE","OH","430090016","","276","726","$2,700.00 ","$9.78 ","$0.00 ","$0.00 "
"490","Ohio Valley","CALEDONIA","MAIN OFFICE","381246001","128 S MAIN ST","CALEDONIA","OH","43314-9718","Jul-61","USPS (Not Roof)","7/5/2012","7/4/2017","P","P","Reimbursable","","","","HEDGES PROPERTIES INC","6 WHITE CAP CT","","","SALEM","SC","296764317","","1,701","8,167","$17,016.00 ","$10.00 ","$15,309.00 ","$9.00 "
"491","Ohio Valley","CAMBRIDGE","MAIN OFFICE PARKING","381253001","S.W.C. S. 10TH & TURNER","CAMBRIDGE","OH","43725-9998","","Landlord","8/15/1999","","X","P","None Specified","","","","CHARLES L SCHILLING II LLC","PO BOX 82","","","BEVERLY","OH","457150082","","0","17,160","$6,120.00 ","$0.36 ","$0.00 ","$0.00 "
"492","Ohio Valley","CAMDEN","MAIN OFFICE","381260001","32 W CENTRAL AVE","CAMDEN","OH","45311-9998","Nov-58","USPS","11/1/2015","10/31/2020","P","P","Reimbursable","","1","5","OHIO POSTAL HOLDINGS LLC","C O NATIONWIDE POSTAL HOLDINGS","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","1,809","3,967","$18,090.00 ","$10.00 ","$19,447.00 ","$10.75 "
"493","Ohio Valley","CARBON HILL","MAIN OFFICE","381337001","41769 HAWK ST","CARBON HILL","OH","43111-9900","Oct-80","Landlord","10/1/1995","","E","E","None Specified","N","","","SHIRLEY COE","41769 HAWK STREET","PO BOX 15","","CARBON HILL","OH","431110015","","288","288","$2,220.00 ","$7.71 ","$0.00 ","$0.00 "
"494","Ohio Valley","CARDINGTON","MAIN OFFICE","381344001","201 S MARION ST","CARDINGTON","OH","43315-9998","Oct-50","USPS","6/1/2015","5/31/2020","P","P","Percentage","","","","MUETZEL FAMILY REAL ESTATE LLC","PO BOX 710","","","SOMERSET","OH","437830710","","1,500","8,000","$15,300.00 ","$10.20 ","$0.00 ","$0.00 "
"495","Ohio Valley","CARROLL","MAIN OFFICE","381372001","53 LOCK ST","CARROLL","OH","43112-9904","Feb-66","Landlord","2/1/2016","1/31/2021","P","P","None Specified","","1","5","B E LIMITED LIABILITY CO","PO BOX 225","","","OTTAWA","OH","458750225","","1,662","12,368","$17,119.00 ","$10.30 ","$18,282.00 ","$11.00 "
"496","Ohio Valley","CASSTOWN","MAIN OFFICE","381400002","101 N MAIN ST","CASSTOWN","OH","45312-9998","Jul-84","USPS","7/1/2015","6/30/2020","P","P","None Specified","","1","5","LOSTCREEK TOWNSHIP","BOARD OF TRUSTEES","PO BOX 108","","CASSTOWN","OH","453120108","","972","972","$6,600.00 ","$6.79 ","$7,100.00 ","$7.30 "
"497","Ohio Valley","CATAWBA","MAIN OFFICE","381421002","7 W PLEASANT ST","CATAWBA","OH","43010-8000","Nov-94","Landlord","11/23/2014","11/22/2019","P","P","None Specified","","1","5","PLEASANT TOWNSHIP","PO BOX 39","","","CATAWBA","OH","430100039","","1,125","1,125","$6,000.00 ","$5.33 ","$6,300.00 ","$5.60 "
"498","Ohio Valley","CEDARVILLE","MAIN OFFICE","381435001","102 N MAIN ST","CEDARVILLE","OH","45314-9998","Feb-61","Landlord","2/1/2016","1/31/2021","P","P","Reimbursable","","","","BLESER FAMILY PROPERTIES LTD","7179 GAINES RD","","","CINCINNATI","OH","452473403","","2,030","9,728","$12,316.50 ","$6.07 ","$0.00 ","$0.00 "
"499","Ohio Valley","CENTERBURG","MAIN OFFICE","381456001","55 N CLAYTON ST","CENTERBURG","OH","43011-9029","Jun-61","USPS (Not Roof)","9/1/2014","8/31/2019","A","A","Reimbursable","","","","KPO LLC","665 E. WALNUT STREET","","","WESTERVILLE","OH","430812465","","2,235","12,000","$17,400.00 ","$7.79 ","$0.00 ","$0.00 "
"500","Ohio Valley","CHANDLERSVILLE","MAIN OFFICE","381477001","8875 CHANDLERSVILLE RD","CHANDLERSVILLE","OH","43727-9900","Feb-65","Landlord","2/1/2015","1/31/2020","P","P","None Specified","","1","5","LOWDER INVESTMENTS LLC","6205 77TH ST","","","LUBBOCK","TX","794241750","","1,230","7,210","$10,500.00 ","$8.54 ","$11,025.00 ","$8.96 "
"501","Ohio Valley","CHERRY FORK","MAIN OFFICE","381519002","14536 STATE ROUTE 136","CHERRY FORK","OH","45618-9800","May-74","Landlord","5/9/2012","5/8/2017","P","P","None Specified","","1","","RICHARD P AYRES","PO BOX 47","","","WINCHESTER","OH","456970047","","400","400","$4,800.00 ","$12.00 ","$5,700.00 ","$14.25 "
"502","Ohio Valley","CHESAPEAKE","MAIN OFFICE","381526001","607 3RD AVE","CHESAPEAKE","OH","45619-1082","Feb-70","USPS (Not Roof)","2/1/2015","1/31/2020","A","A","Reimbursable","","","","AMERICAN LEGION POST 640","10963 COUNTY RD 1","","","CHESAPEAKE","OH","456197020","","2,905","9,364","$21,600.00 ","$7.44 ","$0.00 ","$0.00 "
"503","Ohio Valley","CHESHIRE","MAIN OFFICE","381533001","7976 STATE ROUTE 7 N","CHESHIRE","OH","45620-9800","Jun-67","Landlord","7/1/2013","6/30/2018","P","P","None Specified","","","","FRANKLIN REAL ESTATE CO","C/O AMERICAN ELECTRIC POWER","ATTN: REAL ESTATE ASSET MGMT","1 RIVERSIDE PLAZA","COLUMBUS","OH","432152355","","1,230","11,000","$9,225.00 ","$7.50 ","$0.00 ","$0.00 "
"504","Ohio Valley","CHESTER","MAIN OFFICE","381540001","46416 STATE ROUTE 248 UNIT B","CHESTER","OH","45720-9800","Jul-62","Landlord","6/1/2012","5/31/2017","P","P","None Specified","","","","SHADE RIVER LODGE #453","PO BOX 56","","","CHESTER","OH","457200056","","306","2,640","$2,700.00 ","$8.82 ","$2,900.00 ","$9.48 "
"505","Ohio Valley","CHESTERHILL","MAIN OFFICE","381547001","7402 MARION ST","CHESTERHILL","OH","43728-9997","Dec-70","Landlord","12/1/2015","11/30/2020","P","P","None Specified","","2","10","FIRST NATIONAL BANK","OF MCCONNELSVILLE","PO BOX 208","","MCCONNELSVILLE","OH","437560208","","1,151","6,000","$11,217.00 ","$9.75 ","$12,339.00 ","$10.72 "
"506","Ohio Valley","CHESTERVILLE","MAIN OFFICE","381561002","44 E SANDUSKY ST","CHESTERVILLE","OH","43317-9700","May-75","Landlord","6/1/2011","5/31/2016","P","P","None Specified","N","","","JAMES DEAN","PO BOX 181","","","CHESTERVILLE","OH","433170181","","437","2,173","$4,368.00 ","$10.00 ","$7,200.00 ","$16.48 "
"507","Ohio Valley","CHILLICOTHE","ADDITIONAL PARKING","381575005","149 WEST FOURTH ST","CHILLICOTHE","OH","45601-3210","","USPS","4/1/2016","3/31/2021","X","B","None Specified","N","","","THE BRITTON FAMILY TRUST","NANCY M BRITTON, TRUSTEE","669 SCHRAKE RD","","CHILLICOTHE","OH","456019638","","0","10,890","$11,184.00 ","$1.03 ","$0.00 ","$0.00 "
"508","Ohio Valley","CHILLICOTHE","MAIN OFFICE","381575002","40 S WALNUT ST","CHILLICOTHE","OH","45601-3257","Mar-66","USPS","3/1/2016","2/28/2021","B","B","Reimbursable","","4","20","GEORGE W TIMMONS & SON","PO BOX 602300","","","CLEVELAND","OH","441020300","","21,339","60,531","$164,500.00 ","$7.71 ","$179,305.00 ","$8.40 "
"509","Ohio Valley","CHILLICOTHE","STORY PLACE STATION","381575003","629 CENTRAL CTR","CHILLICOTHE","OH","45601-2249","Nov-74","Landlord","11/1/2014","10/31/2019","A","A","None Specified","","","","CENTRAL CENTER LLC","PO BOX 81","","","CHILLICOTHE","OH","456010081","","731","4,231","$6,600.00 ","$9.03 ","$0.00 ","$0.00 "
"510","Ohio Valley","CHILO","MAIN OFFICE","381582001","302 WASHINGTON ST","CHILO","OH","45112-9998","Dec-92","Landlord","1/1/2014","12/31/2016","A","A","None Specified","","","","VILLAGE OF CHILO","302 WASHINGTON ST","","","CHILO","OH","451120302","","198","198","$4,500.00 ","$22.73 ","$4,500.00 ","$22.73 "
"511","Ohio Valley","CHRISTIANSBURG","MAIN OFFICE","381596002","6 E 1ST ST","CHRISTIANSBURG","OH","45389-9998","Feb-79","USPS (Not Roof)","10/1/2012","9/30/2017","P","P","None Specified","","","","PRISCILLA L LYONS","PO BOX 32","","","CHRISTIANSBURG","OH","453890032","","960","960","$5,400.00 ","$5.63 ","$6,000.00 ","$6.25 "
"512","Ohio Valley","CINCINNATI","AVONDALE STATION","381612001","410 ERKENBRECHER AVE","CINCINNATI","OH","45229-9998","","USPS (Not Roof)","9/28/2009","9/28/2019","P","P","","","","","UPTOWN CONSORTIUM INC","NTP DEVELOPMENT LLC","629 OAK ST STE 306","","CINCINNATI","OH","452061668","","6,406","64,783","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"513","Ohio Valley","CINCINNATI","AVONDALE STATION","381612002","3495 BURNET AVENUE","CINCINNATI","OH","45229-9998","","USPS (Not Roof)","4/16/2013","4/15/2023","P","P","","","4","20","BURNET PLACE LIMITED PARTNERSHIP","THE MODEL GROUP","ATTN: ACCOUNTING","2170 GILBERT AVE STE 300","CINCINNATI","OH","452063019","","1,611","0","$21,150.00 ","$13.13 ","$0.00 ","$0.00 "
"514","Ohio Valley","CINCINNATI","BURNET WOODS FIN STA","381603064","3408 ORMOND AVE","CINCINNATI","OH","45220-9998","Nov-86","USPS (Not Roof)","7/1/2011","6/30/2016","P","P","None Specified","","","","DAVID TAYLOR","D/B/A HOWELL PROPERTIES OF OHIO LLC","311 HOWELL AVE","","CINCINNATI","OH","452202006","","518","518","$6,000.00 ","$11.58 ","$7,200.00 ","$13.90 "
"515","Ohio Valley","CINCINNATI","COLLEGE HILL STA","381613001","1531 CEDAR AVE","CINCINNATI","OH","45224-9998","Jan-63","USPS (Not Roof)","1/5/2014","1/4/2017","P","P","Reimbursable","N","","","GENEVA INTERNATIONAL LLC","P O BOX 997","","","CLARKSDALE","MS","386140997","","5,251","21,455","$42,358.00 ","$8.07 ","$57,761.00 ","$11.00 "
"516","Ohio Valley","CINCINNATI","CORRYVILLE STA EMP PKG","381614003","3000 VINE ST","CINCINNATI","OH","45219-9998","","Landlord","5/3/2011","","X","Z","None Specified","","","","UPTOWN CONSORTIUM INC","629 OAK ST STE 306","","","CINCINNATI","OH","452061668","","0","0","$6,000.00 ","$0.00 ","$0.00 ","$0.00 "
"517","Ohio Valley","CINCINNATI","CORRYVILLE STATION","381614001","2917 VINE ST","CINCINNATI","OH","45219-9998","Feb-76","USPS","6/1/2014","5/31/2019","B","B","Reimbursable","","1","5","BHB AN OHIO PARTNERSHIP","C/O STEPHANIE B HAUSER","8951 S W 8TH STREET","","PLANTATION","FL","333243723","","14,891","44,100","$118,000.00 ","$7.92 ","$110,000.00 ","$7.39 "
"518","Ohio Valley","CINCINNATI","DAYS M H P DPBU","381603182","7567 BRIDGETOWN RD UNIT 1","CINCINNATI","OH","45248-2014","Apr-91","Landlord","4/1/1991","","E","E","None Specified","N","","","CHARLES J DAY PRES.","DAY'S MIAMI HEIGHTS","PHARMACY INC","7567 BRIDGETOWN RD","CINCINNATI","OH","452482099","","16","16","$600.00 ","$37.50 ","$0.00 ","$0.00 "
"519","Ohio Valley","CINCINNATI","GROESBECK CARRIER ANNEX","381615001","8721 COLERAIN AVE","CINCINNATI","OH","45251-9998","Jul-92","USPS (Not Roof)","7/1/2012","6/30/2017","A","A","None Specified","","1","5","HOME DEPOT","ATTN: PROPERTY MANAGEMENT","2455 PACES FERRY RD NW","","ATLANTA","GA","303394024","","30,150","110,733","$221,900.00 ","$7.36 ","$249,600.00 ","$8.28 "
"520","Ohio Valley","CINCINNATI","HYDE PARK STATION","381603028","2639 ERIE AVE","CINCINNATI","OH","45208-9998","Dec-56","USPS (Not Roof)","8/1/2008","7/31/2018","A","A","Percentage","","","","ERIE HYDE PARK LTD PTNRSHP","ATT JAMES J GOULD GENERAL PARTNER","PO BOX 1440","","CAREFREE","AZ","853771440","","2,025","2,525","$63,000.00 ","$31.11 ","$0.00 ","$0.00 "
"521","Ohio Valley","CINCINNATI","INSPECTION DIV HQ","388203004","895 CENTRAL AVE STE 400","CINCINNATI","OH","45202-5748","Aug-96","USPS (Not Roof)","8/15/2013","8/14/2018","A","A","None Specified","","1","4","CENTENNIAL PLAZA III","INVESTMENT LLC","2135 DANA AVE STE 200","","CINCINNATI","OH","452071327","","18,132","150,000","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"522","Ohio Valley","CINCINNATI","MADEIRA BR","381603033","7737 LAUREL AVE","CINCINNATI","OH","45243-9998","Feb-61","USPS (Not Roof)","10/15/2014","10/14/2019","P","P","Reimbursable","","","","JP MORGAN CHASE BANK NA TRUSTEE","OF THE GEORGE H GILLESPIE IRREV TRU","ATTN: REID WILSON","10 S DEARBORN ST IL 1-0884","CHICAGO","IL","606032003","","4,000","19,440","$41,100.00 ","$10.28 ","$0.00 ","$0.00 "
"523","Ohio Valley","CINCINNATI","MID CITY STA ADDL PK2","381618002","934 DALTON AVE","CINCINNATI","OH","45234-9998","","Landlord","11/1/2015","10/31/2020","X","Z","","","","","SOUTHERN PROPERTIES","MANAGEMENT LLC","ATTN: DIANE MOORE","4410 BISHOP LN","LOUISVILLE","KY","402184506","","0","13,000","$48,000.00 ","$3.69 ","$0.00 ","$0.00 "
"524","Ohio Valley","CINCINNATI","MID CITY STATION","381603177","990 DALTON AVE","CINCINNATI","OH","45203-9998","Nov-91","USPS (Not Roof)","11/26/1991","11/25/2026","P","P","","Y","","","B/D LIMITED PARTNERSHIP","C/O BERGMAN GROUP","4695 LAKE FOREST DR, STE 100","","CINCINNATI","OH","452423745","","56,165","150,467","$345,000.00 ","$6.14 ","$0.00 ","$0.00 "
"525","Ohio Valley","CINCINNATI","MT HEALTHY STA","381619001","7504 PERRY ST","CINCINNATI","OH","45231-9998","Feb-62","USPS (Not Roof)","2/1/2012","1/31/2017","B","B","Reimbursable","","","","NATIONWIDE POSTAL MANAGEMENT","J LEONARD SPODEK","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","7,097","22,014","$110,000.00 ","$15.50 ","$0.00 ","$0.00 "
"526","Ohio Valley","CINCINNATI","MT. WASHINGTON STATION","381603027","6117 CAMPUS LN","CINCINNATI","OH","45230-9998","Nov-61","USPS (Not Roof)","3/15/2012","3/14/2017","A","A","Reimbursable","","","","BETTY S ROSS","ESTATE","C/O KATHRYN ROSS ARTERBERRY","14 INDIAN HILLS TRL","LOUISVILLE","KY","402071532","","6,005","43,151","$54,000.00 ","$8.99 ","$54,000.00 ","$8.99 "
"527","Ohio Valley","CINCINNATI","NORWOOD BR & AUX VMF","381622001","4515 ALLISON ST","CINCINNATI","OH","45212-9998","Dec-58","USPS (Not Roof)","10/16/2008","10/15/2018","B","B","Reimbursable","","","","OHIO POSTAL HOLDINGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","21,755","87,469","$263,090.00 ","$12.09 ","$0.00 ","$0.00 "
"528","Ohio Valley","CINCINNATI","OAKLEY STATION","381603070","3874 PAXTON AVE","CINCINNATI","OH","45209-9998","Sep-80","USPS (Not Roof)","9/1/2015","2/28/2017","P","P","Percentage","","","","REGENCY CENTERS LP","PO BOX 644019","","","PITTSBURGH","PA","152644019","","3,030","11,310","$59,994.00 ","$19.80 ","$0.00 ","$0.00 "
"529","Ohio Valley","CINCINNATI","PRICE HILL STA","381624001","975 ENRIGHT AVE","CINCINNATI","OH","45205-9998","Jul-63","Landlord","7/1/2013","6/30/2018","P","P","Reimbursable","","2","10","KAREN SEGAL","1433 E MCMILLAN ST","","","CINCINNATI","OH","452062240","","4,080","11,127","$56,000.00 ","$13.73 ","$64,000.00 ","$15.69 "
"530","Ohio Valley","CINCINNATI","QUEEN CITY STATION","381603178","525 VINE ST STE 1","CINCINNATI","OH","45202-9998","Apr-92","USPS","1/1/2016","3/31/2022","P","P","Percentage","","","","525 VINE STREET LLC","ATT MCKNIGHT PROPERTY MANAGEMENT","330 GRANT ST STE 2400","","PITTSBURGH","PA","152192211","","5,890","7,303","$125,000.00 ","$21.22 ","$0.00 ","$0.00 "
"531","Ohio Valley","CINCINNATI","RADIO ANTENNA SPACE","512756020","2525 VICTORY PARKWAY","CINCINNATI","OH","45206-9998","","USPS","10/1/2008","9/30/2013","X","E","None Specified","N","1","2","TOWER LEASING LLC","ATTN BRAHMA RAMINENI","1418 CENTRAL PKWY #201","","CINCINNATI","OH","452027567","","0","1","$6,000.00 ","$6,000.00 ","$6,000.00 ","$6,000.00 "
"532","Ohio Valley","CINCINNATI","ROSELAWN STA","381603030","1730 SECTION RD","CINCINNATI","OH","45222-9998","Oct-49","USPS (Not Roof)","5/1/2015","4/30/2020","P","P","None Specified","","","","MARIEMONT CENTER","2324 MADISON RD STE 2","","","CINCINNATI","OH","452082694","","3,300","9,348","$38,000.00 ","$11.52 ","$0.00 ","$0.00 "
"533","Ohio Valley","CINCINNATI","SAYLER PARK BRANCH","381603097","6605 GRACELY DR FRNT","CINCINNATI","OH","45233-1185","Apr-85","USPS","4/1/2015","3/31/2020","P","P","None Specified","","1","5","UNITED DAIRY FARMERS INC","3955 MONTGOMERY RD","","","CINCINNATI","OH","452123733","","1,000","3,278","$13,500.00 ","$13.50 ","$14,850.00 ","$14.85 "
"534","Ohio Valley","CINCINNATI","TAFT BRANCH","381629001","7350 MONTGOMERY RD","CINCINNATI","OH","45236-9998","May-61","USPS (Not Roof)","5/1/2011","4/30/2016","B","B","Reimbursable","","1","10","OHIO POSTAL HOLDINGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","9,252","46,494","$72,000.00 ","$7.78 ","$104,000.00 ","$11.24 "
"535","Ohio Valley","CINCINNATI","WALNUT HILLS STATION","381630001","2344 KEMPER LN","CINCINNATI","OH","45206-9998","Oct-67","USPS (Not Roof)","11/1/2012","10/31/2017","A","A","None Specified","N","","","FIRST NATIONWIDE POSTAL","HOLDINGS LLC","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","7,506","28,944","$11,784.00 ","$1.57 ","$0.00 ","$0.00 "
"536","Ohio Valley","CINCINNATI","WESTERN HILLS BR","381633001","5241 CROOKSHANK RD","CINCINNATI","OH","45238-9998","Sep-66","Landlord","9/1/2006","","D","D","Reimbursable","","","","DEANNA L JONES","226 ELBERN AVE","","","HARRISON","OH","450301511","","9,255","42,150","$90,914.00 ","$9.82 ","$0.00 ","$0.00 "
"537","Ohio Valley","CINCINNATI","WESTERN HILLS FIN-MARRS","381603151","3644 WERK RD","CINCINNATI","OH","45258-9998","Dec-87","USPS (Not Roof)","12/1/2012","11/30/2017","P","P","None Specified","","","","CMPC LLC","ATTN: STEVEN SCHORR","1460 WALDEN AVE","","LAKEWOOD","NJ","87011547","","3,200","3,200","$44,000.00 ","$13.75 ","$45,600.00 ","$14.25 "
"538","Ohio Valley","CINCINNATI","WESTERN HILLS PARKING","381633002","5166 CROOKSHANK RD","CINCINNATI","OH","45238-9998","","Landlord","11/6/1995","","X","Z","None Specified","N","","","LAWRENCE R ROELL","5385 JULMAR DR","","","CINCINNATI","OH","452383610","","0","12,600","$13,590.00 ","$1.08 ","$0.00 ","$0.00 "
"539","Ohio Valley","CINCINNATI","WESTWOOD STA","381632001","3336 HARRISON AVE","CINCINNATI","OH","45211-9998","Sep-61","USPS (Not Roof)","10/5/2014","10/4/2019","P","P","Reimbursable","","1","5","MARY LOUISE WALTZ FAMILY LTD PTR","DBA MLW FAMILY PLL","PO BOX 11204","","CINCINNATI","OH","452110204","","24,132","56,420","$171,192.00 ","$7.09 ","$188,311.20 ","$7.80 "
"540","Ohio Valley","CINCINNATI P&DC","2015 PEAK SEASON SPACE","381604700","2101 EAST KEMPER ROAD","SHARONVILLE","OH","45241-1805","","Landlord","11/15/2015","1/5/2016","P","P","","","1","","HCP-WOODLAWN LLC","TWO CENTRE PLAZA","","","CLINTON","TN","377163960","","0","0","$780,000.00 ","$0.00 ","$0.00 ","$0.00 "
"541","Ohio Valley","CINCINNATI P&DC ANNEX","Access Road Easement","381605009","MCCLEAN ST ENTRYWAY ADJACENT TO 1591 DALTON AVE.","CINCINNATI","OH","45234-9998","","USPS","12/23/2014","12/22/2015","X","Z","None Specified","","","","CITY OF CINCINNATI","DEPARTMENT OF FINANCE","DIVISION OF ACCOUNTS & AUDITS","801 PLUM ST RM 246","CINCINNATI","OH","452025704","","0","0","$3,800.00 ","$0.00 ","$0.00 ","$0.00 "
"542","Ohio Valley","CINCINNATI ST BERNARD","ST BERNARD ADD PARKING","381626001","407,5115 Vine Street Add'l Parking Easement","CINCINNATI","OH","45217-9998","","Unknown","1/1/2014","12/31/2113","X","Z","","","","","CITY OF ST. BERNARD","ATTN: AUDIT DEPT","110 WASHINGTON AVE","","SAINT BERNARD","OH","452171399","","0","0","$64,000.00 ","$0.00 ","$0.00 ","$0.00 "
"543","Ohio Valley","CLARKSBURG","MAIN OFFICE","381631001","17343 HIGH ST","CLARKSBURG","OH","43115-9900","Dec-54","USPS","10/1/2015","9/30/2020","P","P","None Specified","","1","5","FRANK WILLIS TAYLOR","1237 CASS RD","","","MAUMEE","OH","435372713","","540","540","$3,564.00 ","$6.60 ","$3,920.00 ","$7.26 "
"544","Ohio Valley","CLARKSVILLE","MAIN OFFICE","381638002","75 SPRING HILL RD","CLARKSVILLE","OH","45113-9998","Jan-99","USPS","1/15/1999","1/14/2019","E","E","Reimbursable","Y","4","15","ABE POSTAL PROPERTIES LLC","ANDREW BARRETT","DAVID BARRETT","PO BOX 1185","ALTO","NM","883121185","","4,104","96,296","$53,197.56 ","$12.96 ","$53,197.56 ","$12.96 "
"545","Ohio Valley","CLAYTON","MAIN OFFICE","381659001","196 TALMADGE RD","CLAYTON","OH","45315-9998","Aug-57","USPS (Not Roof)","8/18/2012","8/17/2017","P","P","Reimbursable","","","","JOSEPH B KOCH","464 WEST STROOP RD","","","KETTERING","OH","454299998","","1,242","4,861","$12,000.00 ","$9.66 ","$0.00 ","$0.00 "
"546","Ohio Valley","CLIFTON","MAIN OFFICE","381680001","17 CLINTON ST","CLIFTON","OH","45316-9998","Jul-65","Landlord","4/1/2014","3/31/2019","P","P","None Specified","","","","LAURALEE LAYBOURNE","3632 MITCHELL RD","","","SPRINGFIELD","OH","455029327","","338","1,542","$4,000.00 ","$11.83 ","$0.00 ","$0.00 "
"547","Ohio Valley","COALTON","MAIN OFFICE","381715001","11 S 2ND ST","COALTON","OH","45621-9800","Sep-61","USPS (Not Roof)","12/1/2011","11/30/2016","P","P","Reimbursable","","1","5","RICHARD L CAMPBELL","JOAN CAMPBELL","PO BOX 7","","COALTON","OH","456210007","","1,014","6,968","$6,300.00 ","$6.21 ","$7,200.00 ","$7.10 "
"548","Ohio Valley","COLLEGE CORNER","MAIN OFFICE","381743002","18 LIBERTY AVE","COLLEGE CORNER","OH","45003-9998","Feb-78","Shared","2/1/2008","1/31/2018","P","P","Reimbursable","","","","MAGDOVITZ AGENCY INC","AND ROBERT H CARTER","DBA CARTER COMPANY","PO BOX 997","CLARKSDALE","MS","386140997","","2,197","14,850","$19,700.00 ","$8.97 ","$22,409.00 ","$10.20 "
"549","Ohio Valley","COLUMBUS","AMC LAND LEASE","381797102","PORT COLUMBUS INTL ARPT","COLUMBUS","OH","43236-9999","","USPS","2/1/2014","7/31/2016","X","Z","None Specified","","1","","THE COLUMBUS REGIONAL","AIRPORT AUTHORITY","ATTN: PRESIDENT AND CEO","4600 INTERNATIONAL GTWY","COLUMBUS","OH","432191779","","0","111,587","$52,166.64 ","$0.47 ","$0.00 ","$0.00 "
"550","Ohio Valley","COLUMBUS","BEXLEY BR","381792054","2935 E MAIN ST","COLUMBUS","OH","43209-9998","Jun-75","USPS","6/1/2015","5/31/2020","P","P","Reimbursable","","1","5","SUSAN GERMAIN MAAHS","14540 COUNTY ROAD 261H","","","NATHROP","CO","812368701","","9,270","57,872","$69,017.00 ","$7.45 ","$75,919.00 ","$8.19 "
"551","Ohio Valley","COLUMBUS","CENTRAL POINT STA RETAIL","381792118","1499 W BROAD ST","COLUMBUS","OH","43222-9998","Oct-97","USPS (Not Roof)","10/1/2012","9/30/2017","P","P","Percentage","N","","","CCAC PROPERTIES LLC","815 COLE DR","","","JOHNSTOWN","OH","430311091","","1,800","1,800","$21,600.00 ","$12.00 ","$0.00 ","$0.00 "
"552","Ohio Valley","COLUMBUS","CLINTONVILLE STA","381792056","2804 N HIGH ST","COLUMBUS","OH","43202-9998","May-77","USPS (Not Roof)","4/1/2007","3/31/2017","P","P","None Specified","","","","EBP 2800 NORTH HIGH LLC","DBA 2800 NORTH HIGH CENTRE","3016 MARYLAND AVE","","COLUMBUS","OH","432091590","","2,244","10,000","$30,300.00 ","$13.50 ","$40,392.00 ","$18.00 "
"553","Ohio Valley","COLUMBUS","EASTLAND RETAIL STATION","381792151","4255 MACSWAY AVE","COLUMBUS","OH","43232-9997","","USPS (Not Roof)","2/1/2016","1/31/2021","P","P","Reimbursable","N","1","5","EASTLAND PLAZA LP","75 REMITTANCE DR DEPT 3293","","","CHICAGO","IL","606753293","","5,000","5,400","$65,000.00 ","$13.00 ","$70,000.00 ","$14.00 "
"554","Ohio Valley","COLUMBUS","GAHANNA STA RETAIL SPACE","381792135","246 LINCOLN CIR STE H","COLUMBUS","OH","43230-9997","Feb-97","Landlord","2/9/2007","2/8/2017","P","P","None Specified","","","","LND STRAWBERRY PLAZA LTD","PO BOX 284","","","GALENA","OH","430210284","","4,426","30,678","$75,000.00 ","$16.95 ","$87,768.00 ","$19.83 "
"555","Ohio Valley","COLUMBUS","GERMAN VILLAGE CARRIERS","381792143","1612 LOCKBOURNE ROAD","COLUMBUS","OH","43207-9997","Mar-98","USPS (Not Roof)","3/1/2008","2/28/2018","A","A","None Specified","","","","S ALBERT MIKALSON","FAMILY POST, LLC","257 B AVE","","CORONADO","CA","921181954","","9,929","12,000","$129,700.00 ","$13.06 ","$0.00 ","$0.00 "
"556","Ohio Valley","COLUMBUS","GERMAN VILLAGE CUST PKG","381792107","959 PARSONS AVE.","COLUMBUS","OH","43206-9998","","Landlord","7/1/2011","","X","Z","","","","","3 SHARK INC","959 PARSONS AVE","","","COLUMBUS","OH","432062750","","0","0","$3,600.00 ","$0.00 ","$0.00 ","$0.00 "
