"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"150","Mississippi","JACKSON","HIGHLAND VILLAGE NPU","273783018","4500 I-55 NORTH","JACKSON","MS","39205-9998","Jan-73","Landlord","1/1/2016","12/31/2020","Y","P","","","","","HIGHLAND VILLAGE PROP LLC","PO BOX 417735","","","BOSTON","MA","22417735","","132","180","$2,552.00 ","$19.33 ","$0.00 ","$0.00 "
"151","Mississippi","JACKSON","METRO MALL","273783068","1395 METRO CENTER","JACKSON","MS","39209-7583","Dec-99","Landlord","12/1/1999","11/30/2019","E","E","None Specified","","","","JACKSON COMMONS LLC","1395 METROCENTER","","","JACKSON","MS","392097520","","396","396","$6,000.00 ","$15.15 ","$0.00 ","$0.00 "
"152","Mississippi","JACKSON","RICHLAND BRANCH","273783060","366 SCARBROUGH ST","RICHLAND","MS","39218-9998","Mar-00","USPS (Not Roof)","3/29/2000","3/28/2020","P","P","Reimbursable","","2","10","SUSAN L KESSLER","1357 MILTON AVE","","","WALNUT CREEK","CA","945965933","","4,920","62,004","$59,160.00 ","$12.02 ","$73,950.00 ","$15.03 "
"153","Mississippi","JACKSON","SOUTHWEST STATION  TEMP ","273783066","4542 ROBINSON RD","JACKSON","MS","39204-9998","Aug-05","USPS (Not Roof)","1/1/2016","8/18/2025","P","P","Reimbursable","Y","","","ASSET 10305 LLC","SUITE 222","123 GROVE AVE","","CEDARHURST","NY","115162302","","10,911","69,600","$87,792.00 ","$8.05 ","$0.00 ","$0.00 "
"154","Mississippi","JACKSON","WESTLAND STA","273783052","905 ELLIS AVE","JACKSON","MS","39209-9998","Mar-90","Landlord","3/1/2010","2/29/2020","P","P","","","","","WESTLAND SHOPPING CNTR LP","C/O STIRLING PROPERTIES INC","109 NORTHPARK BLVD STE 300","","COVINGTON","LA","704335093","","16,800","46,800","$113,400.00 ","$6.75 ","$0.00 ","$0.00 "
"155","Mississippi","JAYESS","MAIN OFFICE","273809003","624 HIGHWAY 44","JAYESS","MS","39641-9998","Apr-01","USPS (Not Roof)","4/26/2001","4/25/2021","P","P","Reimbursable","","3","15","B.W. PROPERTIES LLC","C/O ANDREW BROWN","190 WILLIAMS AND BROAD DR","","BROWNSBORO","AL","357419312","","3,032","60,000","$41,292.00 ","$13.62 ","$53,679.00 ","$17.70 "
"156","Mississippi","JONESTOWN","MAIN OFFICE","273848002","195 LONGINO ST","JONESTOWN","MS","38639-9998","Jun-77","Landlord","6/1/2012","5/31/2017","B","B","Reimbursable","","","","HARRIMACK, LLC","8342 MACON RD","","","CORDOVA","TN","380188554","","1,400","13,790","$11,200.00 ","$8.00 ","$12,860.00 ","$9.19 "
"157","Mississippi","KILMICHAEL","MAIN OFFICE","273900001","205 E MAIN ST","KILMICHAEL","MS","39747-9998","Nov-62","Landlord","11/7/2015","11/6/2020","A","A","None Specified","","1","5","THOMAS L LOTT","AND BARBARA U LOTT","107 BELLEWOOD BLVD","","COLUMBIA","MS","394299475","","1,490","8,960","$9,148.00 ","$6.14 ","$9,605.00 ","$6.45 "
"158","Mississippi","KILN","MAIN OFFICE","273913002","16250 HIGHWAY 603","KILN","MS","39556-9998","Aug-97","USPS (Not Roof)","8/22/1997","8/21/2017","P","Q","None Specified","Y","","","PONTHIE HOLDINGS LLC","PO BOX 12187","","","ALEXANDRIA","LA","713152187","","4,000","55,252","$60,000.00 ","$15.00 ","$0.00 ","$0.00 "
"159","Mississippi","KOKOMO","MAIN OFFICE","273939001","364 OLD HIGHWAY 24 W","KOKOMO","MS","39643-9998","Jan-52","Landlord","3/1/1999","","D","D","None Specified","N","","","RONALD E BRACEY","AND VICKI D BRACEY","318 BRACEY RD","","KOKOMO","MS","396434806","","457","1,030","$3,900.00 ","$8.53 ","$0.00 ","$0.00 "
"160","Mississippi","KOSCIUSKO","MAIN OFFICE","273965001","65 VETERANS MEMORIAL DR","KOSCIUSKO","MS","39090-9998","Sep-01","USPS (Not Roof)","9/20/2001","9/19/2021","A","A","Reimbursable","","","","KOSCIUSKO MS LLC","734 BEARSLIDE HOLLOW","","","DAHLONEGA","GA","305338786","","8,256","65,427","$138,288.00 ","$16.75 ","$0.00 ","$0.00 "
"161","Mississippi","LAKE","MAIN OFFICE","274017002","7621 STEVE LEE DR","LAKE","MS","39092-9998","Aug-83","USPS (Not Roof)","8/1/2013","7/31/2018","A","A","None Specified","N","1","5","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","1,375","0","$12,360.00 ","$8.99 ","$33,752.00 ","$24.55 "
"162","Mississippi","LAKE CORMORANT","MAIN OFFICE","274043002","12744 STAR LANDING RD W","LAKE CORMORANT","MS","38641-9998","Sep-82","USPS (Not Roof)","3/1/1997","2/28/2022","A","A","Reimbursable","Y","2","10","UNITED PO INVEST INC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","1,400","34,759","$10,500.00 ","$7.50 ","$11,200.00 ","$8.00 "
"163","Mississippi","LAMAR","MAIN OFFICE","274069001","10464 LAMAR RD","LAMAR","MS","38642-9998","Apr-66","USPS","1/1/2016","12/31/2020","A","A","None Specified","","1","5","INTERNATIONAL REAL ESTATE INC","LAWRENCE M MAGDOVITZ II PRES","PO BOX 997","","CLARKSDALE","MS","386140997","","600","8,000","$5,562.00 ","$9.27 ","$6,000.00 ","$10.00 "
"164","Mississippi","LAMBERT","MAIN OFFICE","274082001","700 COVINGTON AVE","LAMBERT","MS","38643-9998","Aug-74","Landlord","8/1/2014","7/31/2019","B","B","Reimbursable","","1","5","FIRST INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,304","37,500","$18,985.00 ","$8.24 ","$20,884.00 ","$9.06 "
"165","Mississippi","LAUDERDALE","MAIN OFFICE","274147003","9779 OLD HIGHWAY 45 N","LAUDERDALE","MS","39335-9998","Dec-01","USPS (Not Roof)","12/5/2001","12/4/2021","A","A","Reimbursable","Y","2","10","JAMES E TAYLOR","PO BOX 279","","","AXIS","AL","365050279","","3,032","54,957","$43,206.00 ","$14.25 ","$50,550.00 ","$16.67 "
"166","Mississippi","LAUREL","CHOCTAW STA","274160001","140 BEACON ST","LAUREL","MS","39440-9996","Apr-57","Landlord","9/1/2015","8/31/2020","A","A","None Specified","","1","5","G&S PROPERTIES","PO BOX 6307","","","LAUREL","MS","394416307","","1,930","1,958","$20,213.00 ","$10.47 ","$21,224.00 ","$11.00 "
"167","Mississippi","LAUREL","MAIN OFFICE PARKING","274160002","315 SAWMILL RD","LAUREL","MS","39440-9998","","Unknown","10/15/1978","10/14/2019","X","Z","None Specified","N","","","CITY OF LAUREL","CITY HALL","PO BOX 647","","LAUREL","MS","394410647","","0","2,975","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"168","Mississippi","LAWRENCE","MAIN OFFICE","274173001","5444 HIGHWAY 80","LAWRENCE","MS","39336-9998","Aug-69","USPS","8/1/2014","7/31/2019","A","A","None Specified","","1","5","MARGARET JENKINS","DBA B AND M QUICK STOP","5430 HIGHWAY 80","","LAWRENCE","MS","393366168","","843","4,840","$5,702.00 ","$6.76 ","$5,987.00 ","$7.10 "
"169","Mississippi","LEAKESVILLE","MAIN OFFICE","274199002","621 GRAND AVE","LEAKESVILLE","MS","39451-9998","Jun-84","USPS (Not Roof)","6/1/2014","5/31/2019","A","A","None Specified","N","1","5","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,784","35,196","$40,742.00 ","$14.63 ","$83,868.00 ","$30.13 "
"170","Mississippi","LENA","MAIN OFFICE","274264002","51 SUNNYSIDE DR","LENA","MS","39094-9998","Dec-90","USPS (Not Roof)","12/1/2015","11/30/2020","A","A","None Specified","N","1","5","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,832","30,913","$17,400.00 ","$9.50 ","$20,000.00 ","$10.92 "
"171","Mississippi","LIBERTY","MAIN OFFICE","274303002","1010 E MAIN ST","LIBERTY","MS","39645-9998","Jan-89","USPS (Not Roof)","3/1/1997","2/28/2022","A","A","Reimbursable","Y","2","10","UNITED PO INVEST INC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","3,676","52,225","$27,570.00 ","$7.50 ","$29,408.00 ","$8.00 "
"172","Mississippi","LITTLE ROCK","MO MODULAR-LAND","274316003","45 LITTLE ROCK COUNTY LINE RD","LITTLE ROCK","MS","39337-9998","Aug-94","USPS","8/22/2014","8/21/2019","Q","P","None Specified","","1","5","BARRY D MAY","SHARI R MAY","751 MOSS ROAD","","MEMPHIS","TN","381175203","","0","21,780","$2,420.00 ","$0.11 ","$2,420.00 ","$0.11 "
"173","Mississippi","LORMAN","MAIN OFFICE","274420001","18933 HIGHWAY 61","LORMAN","MS","39096-9998","Feb-74","LAP Maintenance Rider","2/1/2014","1/31/2019","A","A","Reimbursable","N","","","BRAD S MAGDOVITZ","SHARON M DAVIS","8199 POPLAR AVE APT 1113","","GERMANTOWN","TN","381386159","","1,920","57,000","$12,500.00 ","$6.51 ","$0.00 ","$0.00 "
"174","Mississippi","LOUIN","MAIN OFFICE","274433002","4246 HIGHWAY 15","LOUIN","MS","39338-9998","Jan-79","Landlord","1/1/2014","12/31/2018","B","B","Reimbursable","","1","5","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","1,400","14,200","$12,500.00 ","$8.93 ","$13,250.00 ","$9.46 "
"175","Mississippi","LOUISE","MAIN OFFICE","274446001","1378 MAIN ST","LOUISE","MS","39097-9998","Aug-54","Landlord","8/1/2011","7/31/2016","P","P","None Specified","N","","","DARREL W HOLADAY III","KELLY CAROLINE HOLADAY","PO BOX 403","","LOUISE","MS","390970403","","718","1,621","$3,910.00 ","$5.45 ","$4,106.00 ","$5.72 "
"176","Mississippi","LUDLOW","MAIN OFFICE","274511002","18 LEE RD","LUDLOW","MS","39098-9998","Aug-82","USPS","8/1/2012","7/31/2017","A","A","Reimbursable","","1","5","VILLAGE RESOURCES INC","PO BOX 2122","","","GREENVILLE","NC","278580122","","672","3,750","$4,382.00 ","$6.52 ","$4,750.00 ","$7.07 "
"177","Mississippi","LYON","MAIN OFFICE","274563001","109 PARK ST","LYON","MS","38645-9998","Jan-52","USPS","3/19/2014","3/18/2019","D","D","None Specified","","1","5","TOWN OF LYON","PO BOX 511","","","LYON","MS","386450511","","1,172","1,921","$6,180.00 ","$5.27 ","$7,107.00 ","$6.06 "
"178","Mississippi","MABEN","MAIN OFFICE","274758001","2460 WATER ST","MABEN","MS","39750-9998","Feb-65","Landlord","2/24/2015","2/23/2020","A","A","Reimbursable","","1","5","LOUIS W WILLIAMS","PO BOX 159","","","MABEN","MS","397500159","","2,647","16,800","$21,180.00 ","$8.00 ","$22,500.00 ","$8.50 "
"179","Mississippi","MADDEN","MAIN OFFICE","274797002","12424 HIGHWAY 488","MADDEN","MS","39109-9998","Dec-79","Landlord","12/1/2014","11/30/2019","B","B","Reimbursable","","1","5","KERIN MOTORS INC","LAWRENCE M MAGDOVITZ PRES","PO BOX 997","","CLARKSDALE","MS","386140997","","784","6,825","$7,200.00 ","$9.18 ","$8,000.00 ","$10.20 "
"180","Mississippi","MANTACHIE","MAIN OFFICE","274862003","3664 HIGHWAY 371 N","MANTACHIE","MS","38855-9998","Apr-01","USPS (Not Roof)","4/25/2001","4/24/2021","P","P","Reimbursable","Y","2","10","V M CLEVELAND","1879 N COLEY RD","","","TUPELO","MS","388016931","","3,032","52,695","$36,384.00 ","$12.00 ","$36,384.00 ","$12.00 "
"181","Mississippi","MANTEE","MAIN OFFICE","274875001","16 FIRST ST","MANTEE","MS","39751-9998","Jul-65","Landlord","7/1/2014","6/30/2019","P","P","Reimbursable","","","","RHONDA WILLIAMSON","205 REMINGTON DR","","","BRANDON","MS","390422829","","660","6,200","$5,499.99 ","$8.33 ","$0.00 ","$0.00 "
"182","Mississippi","MARIETTA","MAIN OFFICE","274888001","5 COUNTY ROAD 4060","MARIETTA","MS","38856-9998","Apr-72","Landlord","4/1/2012","3/31/2017","B","B","Reimbursable","","1","5","JEROME P MAGDOVITZ","8199 POPLAR AVE APT 1113","","","GERMANTOWN","TN","381386159","","1,536","17,400","$12,672.00 ","$8.25 ","$14,672.00 ","$9.55 "
"183","Mississippi","MARION","MAIN OFFICE","274901001","5744 DALE DR","MARION","MS","39342-9998","Jul-59","Landlord","1/1/2012","12/31/2016","P","P","","","","","JAMES L HOBGOOD","PO BOX 11","","","DE KALB","MS","393280011","","1,357","6,269","$9,600.00 ","$7.07 ","$10,752.00 ","$7.92 "
"184","Mississippi","MARKS","MAIN OFFICE","274914001","423 POPLAR ST","MARKS","MS","38646-9998","Sep-62","USPS (Not Roof)","9/20/2012","9/19/2017","B","B","Reimbursable","","1","5","PATRICIA M TIMMS","504 SHADY LN","","","TOCCOA","GA","305778149","","3,131","10,500","$13,200.00 ","$4.22 ","$14,000.00 ","$4.47 "
"185","Mississippi","MATHISTON","MAIN OFFICE","274966001","24784 MS HIGHWAY 15","MATHISTON","MS","39752-9998","Jun-62","USPS","6/12/2012","6/30/2017","F","A","None Specified","","","","CHILCUTT PARTNERS","1701 MAIN ST","","","COLUMBUS","MS","397014975","","1,415","7,650","$8,376.00 ","$5.92 ","$9,198.00 ","$6.50 "
"186","Mississippi","MAYERSVILLE","MAIN OFFICE","275018001","113 COURT ST","MAYERSVILLE","MS","39113-9998","Aug-58","Landlord","8/1/2013","7/31/2018","A","A","None Specified","","1","5","ANNIE JOHNSON","PO BOX 182","","","MAYERSVILLE","MS","391130182","","864","4,696","$8,000.00 ","$9.26 ","$8,400.00 ","$9.72 "
"187","Mississippi","MCCALL CREEK","MAIN OFFICE","274602001","10790 U S HIGHWAY 84 E","MC CALL CREEK","MS","39647-9998","Sep-61","USPS (Not Roof)","11/1/2015","10/31/2020","B","B","Reimbursable","","","","J R PROPERTIES INC","PO BOX 6864","","","TYLER","TX","757116864","","800","28,314","$8,280.00 ","$10.35 ","$0.00 ","$0.00 "
"188","Mississippi","MCCARLEY","MAIN OFFICE (LAND)","274615004","CARROLLTON MCCARLEY RD","MCCARLEY","MS","38943-9998","","USPS","12/1/2014","11/30/2019","Q","Z","None Specified","","1","5","JIMMY B AUSTIN","AND LINDA C AUSTIN","PO BOX 7","","MCCARLEY","MS","389430007","","0","0","$2,200.00 ","$0.00 ","$2,350.00 ","$0.00 "
"189","Mississippi","MCCOMB","DISTRIBUTION ANNEX","274628007","503 APACHE DR","MCCOMB","MS","39648-9997","Dec-99","USPS (Not Roof)","12/21/1999","12/20/2019","P","P","Reimbursable","Y","2","10","PENN PROPERTIES LLC","PO BOX 279","","","SPRINGFIELD","LA","704620279","","7,000","75,358","$62,220.00 ","$8.89 ","$80,886.00 ","$11.56 "
"190","Mississippi","MCCOMB","MAIN OFFICE PARKING","274628002","500 DELAWARE AVE","MCCOMB","MS","39648-4023","","Landlord","8/1/2015","7/31/2020","X","Z","None Specified","","1","5","CENTENARY UNITED","METHODIST CHURCH","PO BOX 712","","MC COMB","MS","396480712","","0","10,800","$9,300.00 ","$0.86 ","$9,600.00 ","$0.89 "
"191","Mississippi","MCCOOL","MAIN OFFICE","274654001","3258 HIGHWAY 407","MC COOL","MS","39108-9998","May-52","Landlord","5/5/2016","5/31/2021","P","P","None Specified","","1","5","DAVID R JONES","29826 HIGHWAY 12","","","MC COOL","MS","391088781","","1,046","2,300","$5,590.00 ","$5.34 ","$6,150.00 ","$5.88 "
"192","Mississippi","MCHENRY","MAIN OFFICE (LAND)","274680002","McHENRY/WEALTHY AVE","MCHENRY","MS","39561-9998","","USPS","10/1/2015","9/30/2020","Q","Z","None Specified","","1","5","HANNAH MAULDIN CLIBURN","PO BOX 132","","","MC HENRY","MS","395610132","","0","28,100","$1,733.00 ","$0.06 ","$1,820.00 ","$0.06 "
"193","Mississippi","MCLAIN","MAIN OFFICE","274693002","103 W MAIN ST","MC LAIN","MS","39456-9998","Nov-77","Landlord","11/1/2013","10/31/2018","P","P","None Specified","","1","5","DAVID C WHITE ET UX","PEGGY A WHITE","PO BOX 456","","WIGGINS","MS","395770456","","1,067","10,400","$12,500.00 ","$11.72 ","$13,070.00 ","$12.25 "
"194","Mississippi","MCNEILL","MAIN OFFICE","274745002","8032 HIGHWAY 11","MC NEILL","MS","39457-9998","Dec-85","USPS","12/15/2015","12/14/2020","B","B","Reimbursable","","1","5","LUCO ASSOCIATES LLC","RYAN LUCEY","139 DENISE DR","","SCHENECTADY","NY","123091138","","1,375","28,875","$19,228.00 ","$13.98 ","$22,112.00 ","$16.08 "
"195","Mississippi","MEADVILLE","MAIN OFFICE","275044001","10 FIRST ST","MEADVILLE","MS","39653-9998","Aug-71","Landlord","8/1/2011","7/31/2016","A","A","None Specified","N","","","WINGS LLC","PO BOX 68","","","BUDE","MS","396300068","","2,112","13,210","$9,200.00 ","$4.36 ","$12,000.00 ","$5.68 "
"196","Mississippi","MENDENHALL","MAIN OFFICE","275096002","1658 SIMPSON HIGHWAY 149","MENDENHALL","MS","39114-9998","Jul-85","USPS (Not Roof)","7/1/2015","6/30/2020","A","A","None Specified","N","1","5","JULIE H DRIVER","PO BOX 2034","","","KETCHUM","ID","833402034","","4,440","43,779","$47,150.00 ","$10.62 ","$47,150.00 ","$10.62 "
"197","Mississippi","MERIDIAN","WEST STATION","275109007","708 45TH AVE","MERIDIAN","MS","39307-9998","Sep-96","USPS (Not Roof)","9/1/1996","8/31/2016","A","A","Reimbursable","N","4","","KTS HOLDINGS LLC","5320 10TH AVE","","","MERIDIAN","MS","393051916","","9,627","44,388","$66,499.08 ","$6.91 ","$50,400.00 ","$5.24 "
"198","Mississippi","MERIGOLD","MAIN OFFICE","275122001","106 E GOFF ST","MERIGOLD","MS","38759-9998","Jul-63","Landlord","1/1/2014","12/31/2018","P","P","Reimbursable","","","","HALL WALLER LLC","LILLIAN R HALL","65 LOMBARDY RD","","MEMPHIS","TN","381119998","","1,689","8,734","$12,000.00 ","$7.10 ","$0.00 ","$0.00 "
"199","Mississippi","METCALFE","MAIN OFFICE","275148002","401 METCALFE RD","METCALFE","MS","38760-9998","Dec-76","Landlord","12/1/2011","11/30/2016","A","A","None Specified","N","","","HENRY PROPERTIES INC","PO BOX 4665","","","GREENVILLE","MS","387044665","","874","11,520","$7,365.00 ","$8.43 ","$7,866.00 ","$9.00 "
"200","Mississippi","MICHIGAN CITY","MAIN OFFICE","275161002","73 MAIN ST","MICHIGAN CITY","MS","38647-9998","Apr-86","USPS","4/1/2016","3/31/2021","A","A","Reimbursable","","1","5","MC DANIEL INVESTMENTS INC","PO BOX 730","","","JONESBORO","AR","724010730","","1,375","26,509","$14,375.00 ","$10.45 ","$14,719.00 ","$10.70 "
"201","Mississippi","MIDNIGHT","NDCBU","277488003","E MAIN ST","MIDNIGHT","MS","39115-9998","","USPS","4/15/2016","5/31/2021","X","Z","None Specified","","1","5","RBH PROPERTIES LP","PO BOX 249","","","LOUISE","MS","390970249","","0","29,900","$1,725.00 ","$0.06 ","$1,725.00 ","$0.06 "
"202","Mississippi","MINTER CITY","MAIN OFFICE","275226001","28771 HIGHWAY 49","MINTER CITY","MS","38944-9998","Aug-75","USPS","8/15/2015","8/14/2020","A","A","Reimbursable","","1","5","GENE ELLIS CRICK FAMILY TRST","700 E PARK AVE","","","GREENWOOD","MS","389303238","","874","12,500","$7,800.00 ","$8.92 ","$8,346.00 ","$9.55 "
"203","Mississippi","MISSISSIPPI STATE","MAIN OFFICE (@ MSU)","275245005","195 LEE BLVD","MISSISSIPPI STATE","MS","39762-9698","Sep-95","Landlord","9/17/1995","","A","A","None Specified","0","1","","MISSISSIPPI STATE UNIVERSITY","LEE HALL","PO BOX 5227","","MISSISSIPPI STATE","MS","397625227","","9,088","0","$20,448.00 ","$2.25 ","$0.00 ","$0.00 "
"204","Mississippi","MIZE","MAIN OFFICE","275252001","107 N OAK ST","MIZE","MS","39116-9998","Apr-59","USPS","4/1/2014","3/31/2019","P","P","Reimbursable","","1","5","KATHERINE JONES TURNER","EDDIS J TERRELL JANICE J MATHIS","JAMES D JONES THOMAS K JONES","PO BOX 85","MIZE","MS","391160085","","1,400","3,672","$7,500.00 ","$5.36 ","$7,950.00 ","$5.68 "
"205","Mississippi","MONTICELLO","MAIN OFFICE","275291002","1141 W BROAD ST","MONTICELLO","MS","39654-9998","Jul-00","USPS (Not Roof)","7/28/2000","7/27/2020","P","P","Reimbursable","N","2","10","MARGARET L WILKINSON","700 CLANLO DR","","","MEMPHIS","TN","381045067","","5,003","66,211","$54,900.00 ","$10.97 ","$72,160.00 ","$14.42 "
"206","Mississippi","MOOREVILLE","MAIN OFFICE","275330002","110 ROAD 1427","MOOREVILLE","MS","38857-9998","Dec-83","Landlord","12/1/2013","11/30/2018","A","A","None Specified","","1","5","MAXCY PROPERTIES INC","PO BOX 93","","","MOOREVILLE","MS","388570093","","1,750","12,500","$8,000.00 ","$4.57 ","$8,500.00 ","$4.86 "
"207","Mississippi","MOORHEAD","MAIN OFFICE","275343001","900 E DELTA AVE","MOORHEAD","MS","38761-9998","May-71","USPS","5/1/2016","4/30/2021","A","A","Reimbursable","","1","5","PERRIN GRISSOM, JR","LINDA GRISSOM CAMPBELL WRIGHT","210 S DEER CREEK DR E","","LELAND","MS","387563209","","2,112","15,000","$13,200.00 ","$6.25 ","$14,256.00 ","$6.75 "
"208","Mississippi","MORGAN CITY","MAIN OFFICE","275356001","208 DELTA ST","MORGAN CITY","MS","38946-9998","Jun-75","Landlord","6/1/2015","5/31/2020","B","B","Reimbursable","","1","5","PAUL MUELLER","PO BOX 264","","","MORGAN CITY","MS","389460264","","840","12,500","$6,800.00 ","$8.10 ","$7,200.00 ","$8.57 "
"209","Mississippi","MORTON","MAIN OFFICE","275382001","128 HIGHWAY 481 S","MORTON","MS","39117-9998","Jan-62","USPS","2/28/2015","2/27/2020","P","P","Reimbursable","","","","JEAN E OWEN","910 ROCKY FOREST CV N","","","CORDOVA","TN","380186541","","2,955","10,080","$19,500.00 ","$6.60 ","$0.00 ","$0.00 "
"210","Mississippi","MOSELLE","MAIN OFFICE","275395003","1260 MOSELLE RD","MOSELLE","MS","39459-9998","May-02","USPS (Not Roof)","5/9/2002","5/8/2022","P","P","Reimbursable","Y","2","10","JAMES E TAYLOR","PO BOX 279","","","AXIS","AL","365050279","","4,080","125,397","$43,509.00 ","$10.66 ","$43,509.20 ","$10.66 "
"211","Mississippi","MOUND BAYOU","MAIN OFFICE","275434001","206 S EDWARDS AVE","MOUND BAYOU","MS","38762-9998","May-60","Landlord","5/1/2014","4/30/2019","P","P","None Specified","","","","VALLEY REALTY CO","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,014","5,250","$18,000.00 ","$8.94 ","$0.00 ","$0.00 "
"212","Mississippi","MOUNT OLIVE","MAIN POST OFFICE","275447003","408 S MAIN ST","MOUNT OLIVE","MS","39119-9998","Aug-98","USPS (Not Roof)","8/28/1998","8/27/2018","P","P","Reimbursable","Y","2","10","SOUTHERN UNITED OF MT OLIVE INC.","PO BOX 997","","","CLARKSDALE","MS","386140997","","5,003","23,522","$66,696.00 ","$13.33 ","$66,696.00 ","$13.33 "
"213","Mississippi","MYRTLE","MAIN OFFICE","275499001","1183 SPRINGDALE AVE","MYRTLE","MS","38650-9998","May-69","Landlord","6/1/2014","5/31/2019","P","P","None Specified","","","","CHARLIE W HUFFSTATLER","1484 COUNTY ROAD 101","","","NEW ALBANY","MS","386529734","","1,152","6,500","$8,064.00 ","$7.00 ","$0.00 ","$0.00 "
"214","Mississippi","NATCHEZ","TRACETOWN STATION","275512004","55 SGT PRENTISS DR STE 10B","NATCHEZ","MS","39120-9996","Jan-90","USPS","5/1/2014","4/30/2019","A","A","","","","","TRACETOWN SHOPPING CTR","C/O JW PROPERTIES INC","PO BOX 16146","","MOBILE","AL","366160146","","5,874","161,337","$34,518.48 ","$5.88 ","$0.00 ","$0.00 "
"215","Mississippi","NEELY","MAIN OFFICE","275525002","6427 OLD HIGHWAY 24","NEELY","MS","39461-9998","Sep-75","Landlord","9/15/2015","9/14/2016","P","P","Reimbursable","","","","MUHAMMAD ADNAN","801 N 28TH AVE","","","HATTIESBURG","MS","394013144","","252","268","$10,705.71 ","$42.48 ","$0.00 ","$0.00 "
"216","Mississippi","NESBIT","MAIN OFFICE","275538002","600 OLD HIGHWAY 51 N","NESBIT","MS","38651-9998","Oct-95","Landlord","10/31/2015","10/31/2020","P","P","Reimbursable","N","1","5","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","2,761","29,400","$26,230.00 ","$9.50 ","$27,542.00 ","$9.98 "
"217","Mississippi","NETTLETON","MAIN OFFICE","275564001","4540 UNION AVE","NETTLETON","MS","38858-9998","Jan-62","USPS","1/9/2012","1/31/2017","P","P","None Specified","","","","CHILCUTT PARTNERS","1701 MAIN ST","","","COLUMBUS","MS","397014975","","2,179","15,000","$12,408.00 ","$5.69 ","$13,028.00 ","$5.98 "
"218","Mississippi","NEW AUGUSTA","MAIN OFFICE","275590002","103 FIRST ST E","NEW AUGUSTA","MS","39462-9998","May-82","USPS (Not Roof)","5/1/2012","4/30/2017","A","A","Reimbursable","N","1","5","IRALUD LLC","PO BOX 7037","","","MOBILE","AL","366700037","","1,400","18,000","$13,750.00 ","$9.82 ","$66,000.00 ","$47.14 "
"219","Mississippi","NEWHEBRON","MAIN OFFICE","275603002","402 MAIN AVE","NEWHEBRON","MS","39140-9998","Nov-77","Landlord","11/1/2012","10/31/2017","B","B","Reimbursable","","","","LAWRENCE MAGDOVITZ ESTATE","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,640","2,750","$24,000.00 ","$9.09 ","$24,000.00 ","$9.09 "
"220","Mississippi","NICHOLSON","MAIN OFFICE","275642002","3353 JACKSON LANDING RD","NICHOLSON","MS","39463-9998","Oct-83","USPS (Not Roof)","10/1/2013","9/30/2017","A","A","None Specified","","","","IZABELA KOWALSKA PRUSICKA","138 CEDARWOOD DR","","","SLIDELL","LA","704614200","","1,100","7,500","$9,000.00 ","$8.18 ","$0.00 ","$0.00 "
"221","Mississippi","NORTH CARROLLTON","MAIN OFFICE","275681002","101 MCCAIN ST","NORTH CARROLLTON","MS","38947-9998","Jun-95","USPS","6/19/2015","6/18/2020","P","P","None Specified","","1","5","WALLACE VAN METER","160 COUNTY ROAD 329","","","GREENWOOD","MS","389307116","","1,956","11,700","$15,276.00 ","$7.81 ","$16,650.00 ","$8.51 "
"222","Mississippi","NOXAPATER","MAIN OFFICE","275694002","9530 KILPATRICK ST","NOXAPATER","MS","39346-9998","Nov-90","USPS (Not Roof)","11/1/2015","10/31/2020","A","A","None Specified","N","","","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,832","43,560","$12,600.00 ","$6.88 ","$0.00 ","$0.00 "
"223","Mississippi","OAK VALE","MAIN OFFICE","275720001","362 3RD AVE","OAK VALE","MS","39656-9998","Jul-65","Unknown","3/1/1981","2/28/2017","A","A","None Specified","N","","","J C HATHORNE","GENERAL DELIVERY","","","OAKVALE","MS","396569999","","480","0","$1,200.00 ","$2.50 ","$0.00 ","$0.00 "
"224","Mississippi","OAKLAND","MAIN OFFICE","275707001","14125 HICKORY ST","OAKLAND","MS","38948-9998","Jan-55","Landlord","3/1/2015","2/29/2020","D","D","Reimbursable","","","","MARY B ROBERTS","64 WAVERLY CIR","","","HATTIESBURG","MS","394028350","","681","0","$4,800.00 ","$7.05 ","$0.00 ","$0.00 "
